{'bit_size': 24, 'number': 9152707, 'qs_factor': 2963, 'qs_time': 0.005767345428466797, 'qs_mem_mb': 0.0214385986328125, 'hibrido_factor': 3089, 'hibrido_time': 0.003391742706298828, 'hibrido_mem_mb': 0.001617431640625, 'lenstra_factor': 2963, 'lenstra_time': 0.03791642189025879, 'lenstra_mem_mb': 0.0023927688598632812}
{'bit_size': 24, 'number': 15046831, 'qs_factor': 3793, 'qs_time': 0.001369476318359375, 'qs_mem_mb': 0.02297210693359375, 'hibrido_factor': 3967, 'hibrido_time': 0.0017170906066894531, 'hibrido_mem_mb': 0.001617431640625, 'lenstra_factor': 3967, 'lenstra_time': 0.12486720085144043, 'lenstra_mem_mb': 0.0021648406982421875}
{'bit_size': 24, 'number': 12440543, 'lenstra_factor': 3607, 'lenstra_time': 0.0031931400299072266, 'lenstra_mem_mb': 0.002384185791015625, 'hibrido_factor': 3607, 'hibrido_time': 0.0022339820861816406, 'hibrido_mem_mb': 0.00079345703125, 'qs_factor': 3607, 'qs_time': 0.08923935890197754, 'qs_mem_mb': 0.02297210693359375}
{'bit_size': 24, 'number': 7202623, 'lenstra_factor': 2143, 'lenstra_time': 0.0038886070251464844, 'lenstra_mem_mb': 0.0023927688598632812, 'qs_factor': 2143, 'qs_time': 0.005757570266723633, 'qs_mem_mb': 0.02182769775390625, 'hibrido_factor': 3361, 'hibrido_time': 0.008487701416015625, 'hibrido_mem_mb': 0.001617431640625}
{'bit_size': 24, 'number': 14797147, 'lenstra_factor': 4091, 'lenstra_time': 0.0010025501251220703, 'lenstra_mem_mb': 0.002384185791015625, 'qs_factor': 3617, 'qs_time': 0.0076825618743896484, 'qs_mem_mb': 0.02333831787109375, 'hibrido_factor': 4091, 'hibrido_time': 0.004373073577880859, 'hibrido_mem_mb': 0.001617431640625}
{'bit_size': 24, 'number': 7848161, 'hibrido_factor': 2099, 'hibrido_time': 0.0008177757263183594, 'hibrido_mem_mb': 0.001617431640625, 'qs_factor': 2099, 'qs_time': 0.0025777816772460938, 'qs_mem_mb': 0.0214385986328125, 'lenstra_factor': 2099, 'lenstra_time': 0.013345003128051758, 'lenstra_mem_mb': 0.0023927688598632812}
{'bit_size': 24, 'number': 9002699, 'lenstra_factor': 2693, 'lenstra_time': 0.0035610198974609375, 'lenstra_mem_mb': 0.002384185791015625, 'qs_factor': 2693, 'qs_time': 0.001682281494140625, 'qs_mem_mb': 0.02149200439453125, 'hibrido_factor': 2693, 'hibrido_time': 0.0006861686706542969, 'hibrido_mem_mb': 0.0021715164184570312}
{'bit_size': 24, 'number': 7410373, 'qs_factor': 2657, 'qs_time': 0.0014998912811279297, 'qs_mem_mb': 0.0214385986328125, 'lenstra_factor': 2789, 'lenstra_time': 0.004801511764526367, 'lenstra_mem_mb': 0.0023927688598632812, 'hibrido_factor': 2789, 'hibrido_time': 0.008733749389648438, 'hibrido_mem_mb': 0.001617431640625}
{'bit_size': 24, 'number': 8816411, 'lenstra_factor': 3037, 'lenstra_time': 0.0034868717193603516, 'lenstra_mem_mb': 0.0023927688598632812, 'hibrido_factor': 3037, 'hibrido_time': 0.007352352142333984, 'hibrido_mem_mb': 0.00079345703125, 'qs_factor': 2903, 'qs_time': 0.02984929084777832, 'qs_mem_mb': 0.0217742919921875}
{'bit_size': 24, 'number': 8490551, 'lenstra_factor': 3581, 'lenstra_time': 0.0007834434509277344, 'lenstra_mem_mb': 0.0023012161254882812, 'qs_factor': 2371, 'qs_time': 0.00392603874206543, 'qs_mem_mb': 0.02149200439453125, 'hibrido_factor': 3581, 'hibrido_time': 0.009189605712890625, 'hibrido_mem_mb': 0.001617431640625}
{'bit_size': 24, 'number': 9008399, 'lenstra_factor': 2237, 'lenstra_time': 0.002019166946411133, 'lenstra_mem_mb': 0.0023927688598632812, 'qs_factor': 2237, 'qs_time': 0.002617359161376953, 'qs_mem_mb': 0.0217742919921875, 'hibrido_factor': 2237, 'hibrido_time': 0.0047245025634765625, 'hibrido_mem_mb': 0.00079345703125}
{'bit_size': 24, 'number': 8231117, 'hibrido_factor': 3457, 'hibrido_time': 0.0009837150573730469, 'hibrido_mem_mb': 0.001617431640625, 'lenstra_factor': 2381, 'lenstra_time': 0.02812957763671875, 'lenstra_mem_mb': 0.002384185791015625, 'qs_factor': 2381, 'qs_time': 0.03321027755737305, 'qs_mem_mb': 0.0217742919921875}
{'bit_size': 24, 'number': 8899547, 'lenstra_factor': 2221, 'lenstra_time': 0.003538370132446289, 'lenstra_mem_mb': 0.0023927688598632812, 'qs_factor': 2221, 'qs_time': 0.012033939361572266, 'qs_mem_mb': 0.02149200439453125, 'hibrido_factor': 4007, 'hibrido_time': 0.009823083877563477, 'hibrido_mem_mb': 0.001617431640625}
{'bit_size': 24, 'number': 8317481, 'hibrido_factor': 2437, 'hibrido_time': 0.0016014575958251953, 'hibrido_mem_mb': 0.001617431640625, 'qs_factor': 2437, 'qs_time': 0.0021104812622070312, 'qs_mem_mb': 0.0214385986328125, 'lenstra_factor': 3413, 'lenstra_time': 0.06366562843322754, 'lenstra_mem_mb': 0.002384185791015625}
{'bit_size': 24, 'number': 12123127, 'qs_factor': 3361, 'qs_time': 0.0023810863494873047, 'qs_mem_mb': 0.0233154296875, 'hibrido_factor': 3607, 'hibrido_time': 0.002054929733276367, 'hibrido_mem_mb': 0.001617431640625, 'lenstra_factor': 3361, 'lenstra_time': 0.013369083404541016, 'lenstra_mem_mb': 0.0023937225341796875}
{'bit_size': 24, 'number': 8277583, 'hibrido_factor': 2239, 'hibrido_time': 0.002382993698120117, 'hibrido_mem_mb': 0.001617431640625, 'qs_factor': 2239, 'qs_time': 0.010384082794189453, 'qs_mem_mb': 0.0217437744140625, 'lenstra_factor': 2239, 'lenstra_time': 0.031013965606689453, 'lenstra_mem_mb': 0.0023927688598632812}
